vehicle_id,vehicle_type,vehicle_desc,make_id,make_name,make_type,model_year,color,date_stolen,year_stolen,month_stolen,location_id,region,country,population,density,area,clusters,clusters_named
4168,Trailer,ELITE 8X4S,623,Trailer,Standard,2012,Silver,2022-03-02,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4211,Trailer,ELITE 8X4 S,623,Trailer,Standard,2012,Silver,2022-02-01,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4248,Trailer,HOMEBUILT,623,Trailer,Standard,2013,Pink,2022-01-17,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4250,Trailer,HAULER,623,Trailer,Standard,2013,Silver,2022-03-28,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4252,Trailer,FACTORY TANDEM,623,Trailer,Standard,2013,Silver,2022-02-08,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4259,Trailer,SHIFTER 3.1,623,Trailer,Standard,2013,Silver,2021-11-08,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4351,Trailer,ELITE 8X4 STD,623,Trailer,Standard,2013,Silver,2022-03-08,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4352,Trailer,ELITE 7X4,623,Trailer,Standard,2013,Silver,2022-01-10,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4358,Trailer,DOMESTIC TRAILER,623,Trailer,Standard,2014,Silver,2021-11-21,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4363,Trailer,ELITE 7X4,623,Trailer,Standard,2014,Silver,2022-02-19,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4416,Trailer,ELITE 10X5,623,Trailer,Standard,2014,Silver,2022-02-09,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4421,Trailer,TANDEM FLAT DECK,623,Trailer,Standard,2014,Silver,2022-02-23,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4430,Trailer,HELMACK 10X5,623,Trailer,Standard,2014,Silver,2021-10-22,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4432,Trailer,WEST PLAINS ENG,623,Trailer,Standard,2014,Red,2021-11-29,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4435,Trailer,BRI-INN,623,Trailer,Standard,2014,Silver,2021-12-01,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4441,Trailer - Heavy,HOMEMADE,623,Trailer,Standard,2014,Silver,2022-01-08,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
432,Roadbike,FZS,636,Yamaha,Standard,2004,Silver,2022-02-19,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
644,Roadbike,YZF-R6Y,636,Yamaha,Standard,2014,Blue,2021-12-22,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
665,Moped,MOTORCYCLE,636,Yamaha,Standard,2011,Silver,2021-11-16,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
850,Roadbike,YZF,636,Yamaha,Standard,2018,Blue,2022-02-24,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
918,Roadbike,YZF,636,Yamaha,Standard,2019,Black,2022-03-02,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
10,Trailer,8X4 TANDEM,514,Briford,Standard,2020,Silver,2022-01-03,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
35,Trailer,10X5 TANDEM,514,Briford,Standard,2021,Silver,2022-04-05,2022,April,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
140,Trailer,8X4 TANDEM TIPPER,514,Briford,Standard,2018,Silver,2022-03-18,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
156,Trailer - Heavy,OTHER COMMERCIAL TRA,514,Briford,Standard,2015,Silver,2022-01-06,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
181,Trailer,5X4,514,Briford,Standard,2019,Silver,2021-11-02,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
238,Trailer,8X5 TANDEM,514,Briford,Standard,2019,Silver,2022-01-09,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
271,Trailer,TRAILER,514,Briford,Standard,2016,Silver,2022-01-14,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
294,Trailer,8X4,514,Briford,Standard,2019,Silver,2022-02-16,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
303,Trailer,SINGLE AXLE,514,Briford,Standard,1985,Grey,2022-02-05,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
338,Trailer,8X4,514,Briford,Standard,2016,Silver,2021-11-08,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
351,Trailer,8X4 TANDEM,514,Briford,Standard,2016,Silver,2022-03-31,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
419,Trailer,8X4,514,Briford,Standard,2020,Silver,2021-10-14,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
436,Trailer,7X4,514,Briford,Standard,1999,Silver,2022-02-21,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
452,Trailer,8X4 TANDEM,514,Briford,Standard,2015,Silver,2021-11-27,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
556,Trailer,8X5 DIGGER TRANSPORT,514,Briford,Standard,2021,Silver,2021-12-16,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
602,Trailer,8X4 TANDEM,514,Briford,Standard,2018,Silver,2022-01-18,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
614,Trailer,8X4 TANDEM,514,Briford,Standard,2018,Silver,2022-02-02,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
681,Trailer,8X4 TANDEM,514,Briford,Standard,2002,Green,2022-02-23,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
998,Trailer,8X4 TANDEM,514,Briford,Standard,2003,Silver,2022-03-31,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1817,Trailer,8X4,514,Briford,Standard,2005,Silver,2022-01-26,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2307,Trailer,8 X 4,514,Briford,Standard,2005,Green,2022-02-23,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3244,Trailer,7X4 GRAVITY TIPPER,514,Briford,Standard,2008,Silver,2022-03-13,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4070,Trailer,"8X4-6""",514,Briford,Standard,2011,Silver,2022-03-07,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4081,Trailer,6X4,514,Briford,Standard,1993,Blue,2022-03-21,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4157,Trailer,10 X 5 TANDEM,514,Briford,Standard,2012,Silver,2022-04-05,2022,April,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4205,Trailer,9X4 TANDEM,514,Briford,Standard,2012,Silver,2022-01-18,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4254,Trailer,DOMESTIC TRAILER,514,Briford,Standard,2013,Silver,2022-02-23,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4360,Trailer,8X4 TANDEM,514,Briford,Standard,2013,Silver,2021-12-14,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
646,Moped,TAOTAO,538,Factory Built,Standard,2015,Red,2021-11-17,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
671,Moped,SHENKE,538,Factory Built,Standard,2014,Black,2021-11-16,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
848,Moped,ARIIC,538,Factory Built,Standard,2018,White,2021-12-12,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
863,Moped,ARIIC,538,Factory Built,Standard,2018,Black,2022-03-02,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
928,Moped,ARIIC,538,Factory Built,Standard,2018,Black,2021-10-30,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
960,Moped,LINTEX,538,Factory Built,Standard,2017,Blue,2022-03-11,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
978,Moped,ARIIC,538,Factory Built,Standard,2020,Red,2021-11-16,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
981,Moped,MOTUS,538,Factory Built,Standard,2015,Black,2022-01-27,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1223,Moped,VIVA CITYMASTER,538,Factory Built,Standard,2022,Red,2022-03-18,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1245,Moped,LINTEX,538,Factory Built,Standard,2017,White,2022-03-11,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1259,Moped,VIVA,538,Factory Built,Standard,2021,Red,2022-01-27,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3728,Trailer - Heavy,TRAILER,538,Factory Built,Standard,2009,Silver,2022-01-10,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
98,Roadbike,CBR,550,Honda,Standard,2000,Blue,2022-01-31,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
387,Moped,NVS50,550,Honda,Standard,2005,Black,2021-12-17,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
467,Roadbike,CB,550,Honda,Standard,2009,Silver,2022-02-06,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
678,All Terrain Vehicle,PIONEER 500,550,Honda,Standard,2014,Red,2022-03-02,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1001,Moped,FC50 BEAT,550,Honda,Standard,1983,Black,2022-01-04,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1092,Hatchback,LOGO,550,Honda,Standard,1997,Grey,2022-01-24,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1168,Stationwagon,ODYSSEY,550,Honda,Standard,1995,Blue,2022-01-30,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1221,Moped,NVS,550,Honda,Standard,2013,Red,2022-01-28,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1447,Stationwagon,ODYSSEY,550,Honda,Standard,1998,Silver,2022-02-13,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1621,Stationwagon,ODYSSEY,550,Honda,Standard,1996,Red,2021-12-21,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1770,Hatchback,LOGO,550,Honda,Standard,1999,Silver,2021-12-06,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1915,Saloon,TORNEO,550,Honda,Standard,1997,Blue,2022-01-24,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2184,Hatchback,FIT,550,Honda,Standard,2004,Silver,2021-10-24,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2267,Stationwagon,ODYSSEY,550,Honda,Standard,2003,White,2021-12-14,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2871,Stationwagon,CRV,550,Honda,Standard,2006,Gold,2022-01-25,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2900,Stationwagon,ODYSSEY,550,Honda,Standard,2004,Purple,2022-01-03,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3520,Saloon,CIVIC,550,Honda,Standard,1985,Red,2022-02-27,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3667,Hatchback,FIT,550,Honda,Standard,2007,Silver,2022-01-06,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3668,Hatchback,FIT,550,Honda,Standard,2007,Silver,2022-01-06,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3681,Stationwagon,AIRWAVE,550,Honda,Standard,2006,Grey,2022-03-31,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3842,Stationwagon,ODYSSEY,550,Honda,Standard,2004,Silver,2021-10-27,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3923,Saloon,ACCORD,550,Honda,Standard,2012,Black,2022-03-16,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4197,Hatchback,CIVIC 3DR LX MAN,550,Honda,Standard,1991,White,2022-01-24,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
183,Roadbike,DR-Z400,611,Suzuki,Standard,2005,Yellow,2021-10-12,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
379,Roadbike,GSX,611,Suzuki,Standard,2009,Blue,2021-12-31,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
453,Roadbike,SJ125,611,Suzuki,Standard,2004,Red,2022-03-19,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
714,Moped,UZ,611,Suzuki,Standard,2013,Silver,2022-04-01,2022,April,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
829,Stationwagon,ESCUDO,611,Suzuki,Standard,1991,Blue,2021-12-14,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
968,Roadbike,GN125H,611,Suzuki,Standard,2018,Black,2022-01-29,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
989,Roadbike,GSX150,611,Suzuki,Standard,2018,Blue,2021-12-24,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1064,Hatchback,ALTO,611,Suzuki,Standard,2003,Gold,2022-02-23,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1210,All Terrain Vehicle,KING QUAD 4X4,611,Suzuki,Standard,1998,Green,2021-11-16,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1757,Hatchback,SWIFT,611,Suzuki,Standard,2007,Red,2022-03-07,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2846,Hatchback,SWIFT,611,Suzuki,Standard,2012,Silver,2021-12-31,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3490,Hatchback,SWIFT,611,Suzuki,Standard,2009,Red,2021-12-26,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3491,Hatchback,SX4,611,Suzuki,Standard,2009,Silver,2021-10-27,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1262,Roadbike,SPEED TRIPLE,625,Triumph,Standard,2011,Red,2022-03-05,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1263,Roadbike,SPEED TRIPLE,625,Triumph,Standard,2011,Red,2022-03-05,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
32,Trailer,TRAILER,549,Homebuilt,Standard,1998,Green,2021-10-21,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
44,Trailer,TRAILER,549,Homebuilt,Standard,2018,Silver,2022-02-28,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
121,Boat Trailer,EZ LOADER STABI CRAF,549,Homebuilt,Standard,1989,Grey,2021-10-12,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
128,Boat Trailer,15X7,549,Homebuilt,Standard,1994,White,2022-01-01,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
228,Trailer,TRAILER,549,Homebuilt,Standard,1990,Grey,2022-02-10,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
267,Trailer,HOME BUILD,549,Homebuilt,Standard,2016,Silver,2021-12-07,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
268,Trailer,TRAILER,549,Homebuilt,Standard,2004,Blue,2022-03-20,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
273,Trailer,TRAILER,549,Homebuilt,Standard,1960,White,2022-01-01,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
420,Trailer - Heavy,HOMEMADE,549,Homebuilt,Standard,1987,Green,2022-01-16,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
444,Trailer,TANDEM TRAILER,549,Homebuilt,Standard,1992,White,2022-02-08,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
615,Trailer,TRAILER8X4,549,Homebuilt,Standard,2018,Silver,2021-10-11,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2310,Trailer,TRAILER,549,Homebuilt,Standard,1989,Green,2022-01-10,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2311,Trailer,MISC,549,Homebuilt,Standard,1989,Blue,2021-11-03,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2815,Trailer - Heavy,TRAILER,549,Homebuilt,Standard,1974,White,2022-01-23,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4167,Trailer,TRAILER,549,Homebuilt,Standard,2012,Grey,2022-02-22,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4251,Trailer,DOMESTIC TRAILER,549,Homebuilt,Standard,2013,White,2021-11-30,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4419,Trailer,UTILITY,549,Homebuilt,Standard,1995,Green,2021-10-16,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
290,Boat Trailer,4,527,Custombuilt,Standard,2016,Grey,2021-10-22,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
52,Caravan,RIVIERA 482,537,Elddis,Standard,2003,White,2021-10-13,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
768,Hatchback,KA,540,Ford,Standard,2001,Blue,2022-01-30,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
777,Saloon,FALCON,540,Ford,Standard,2002,Black,2022-03-21,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
781,Utility,COURIER,540,Ford,Standard,2002,Blue,2022-03-11,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
815,Utility,COURIER,540,Ford,Standard,2002,White,2022-01-14,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1036,Utility,COURIER,540,Ford,Standard,2003,Silver,2021-12-11,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1049,Utility,COURIER,540,Ford,Standard,2003,White,2022-03-27,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1138,Utility,COURIER,540,Ford,Standard,2003,White,2021-11-23,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1165,Utility,COURIER,540,Ford,Standard,2003,Red,2021-12-22,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1377,Saloon,FALCON,540,Ford,Standard,2004,Blue,2021-11-10,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1445,Saloon,FALCON,540,Ford,Standard,2005,Silver,2021-12-31,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1454,Utility,COURIER,540,Ford,Standard,2005,White,2021-12-28,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1517,Saloon,FALCON,540,Ford,Standard,2005,Blue,2021-11-07,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1522,Hatchback,FOCUS,540,Ford,Standard,2005,White,2021-12-28,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1537,Utility,COURIER,540,Ford,Standard,2005,White,2022-03-02,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1541,Utility,COURIER,540,Ford,Standard,2005,Silver,2022-04-05,2022,April,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1615,Utility,COURIER,540,Ford,Standard,2006,Silver,2022-02-20,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1687,Utility,COURIER,540,Ford,Standard,2005,White,2022-03-20,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1869,Utility,RANGER,540,Ford,Standard,2007,Red,2021-11-12,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1912,Utility,COURIER,540,Ford,Standard,2000,Red,2022-01-26,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1916,Utility,RANGER,540,Ford,Standard,2008,Black,2022-01-24,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2103,Hatchback,FIESTA,540,Ford,Standard,2009,Blue,2021-10-25,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2151,Saloon,FALCON,540,Ford,Standard,2003,Yellow,2021-12-09,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2156,Saloon,FALCON,540,Ford,Standard,2010,Silver,2021-12-13,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2216,Stationwagon,TERRITORY,540,Ford,Standard,2010,White,2022-02-18,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2453,Saloon,FALCON,540,Ford,Standard,2002,Silver,2022-02-12,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2457,Utility,RANGER,540,Ford,Standard,2008,Red,2022-03-06,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2600,Stationwagon,TERRITORY,540,Ford,Standard,2004,Silver,2022-02-26,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2647,Stationwagon,KUGA,540,Ford,Standard,2014,Silver,2021-10-15,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2885,Utility,COURIER,540,Ford,Standard,2003,Orange,2022-04-01,2022,April,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2957,Utility,RANGER,540,Ford,Standard,2016,Black,2022-03-28,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2997,Utility,COURIER,540,Ford,Standard,2004,White,2021-11-26,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3384,Saloon,FALCON,540,Ford,Standard,2006,Silver,2022-01-17,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3402,Stationwagon,TERRITORY,540,Ford,Standard,2005,Black,2022-01-12,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3469,Stationwagon,TERRITORY,540,Ford,Standard,2006,Silver,2021-11-15,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3509,Utility,COURIER,540,Ford,Standard,2000,White,2022-03-20,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3702,Utility,FALCON,540,Ford,Standard,1984,Blue,2022-03-05,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3761,Utility,COURIER,540,Ford,Standard,1998,White,2022-02-07,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3924,Saloon,FALCON,540,Ford,Standard,2007,Silver,2022-01-22,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4092,Hatchback,LASER GHIA,540,Ford,Standard,1992,Grey,2022-01-26,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4128,Utility,COURIER XL C/CAB,540,Ford,Standard,1993,White,2021-12-02,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4221,Stationwagon,FALCON,540,Ford,Standard,1996,Green,2021-11-22,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4270,Light Van,ECONOVAN,540,Ford,Standard,1997,White,2021-10-12,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4334,Utility,COURIER,540,Ford,Standard,1999,White,2021-10-31,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4365,Utility,COURIER,540,Ford,Standard,1999,White,2022-02-17,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
4446,Saloon,FALCON,540,Ford,Standard,2000,White,2021-11-24,2021,November,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1151,Stationwagon,318I,512,BMW,Luxury,2003,Silver,2022-01-21,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
1493,Saloon,323I,512,BMW,Luxury,2000,Blue,2022-02-15,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2126,Saloon,330CI,512,BMW,Luxury,2002,Black,2022-03-02,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2287,Saloon,318I,512,BMW,Luxury,2001,Blue,2021-10-25,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2575,Hatchback,120I,512,BMW,Luxury,2005,Red,2022-02-19,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2668,Saloon,320I,512,BMW,Luxury,2005,White,2021-12-30,2021,December,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
2952,Stationwagon,X3,512,BMW,Luxury,2005,Grey,2021-10-26,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3089,Saloon,320I,512,BMW,Luxury,2009,Silver,2022-03-31,2022,March,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3332,Saloon,320I,512,BMW,Luxury,2001,Silver,2021-10-30,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3405,Saloon,M5,512,BMW,Luxury,2005,Black,2021-10-26,2021,October,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3699,Sports Car,320I,512,BMW,Luxury,2008,Black,2022-02-27,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3701,Hatchback,116I,512,BMW,Luxury,2007,Black,2022-02-04,2022,Feburary,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
3789,Sports Car,M4,512,BMW,Luxury,2017,Black,2022-01-31,2022,January,114,Canterbury,New Zealand,655000,14.72,44497.283,1,least_stolen
